Row: 6, Col: 7, Direction: 1, Word: AT, Score: 2
Row: 5, Col: 10, Direction: 1, Word: OBA, Score: 10
Row: 6, Col: 10, Direction: 0, Word: ABO, Score: 5
Row: 3, Col: 9, Direction: 1, Word: LOBAR, Score: 13
Row: 4, Col: 6, Direction: 1, Word: SOBA, Score: 9
Row: 6, Col: 6, Direction: 0, Word: ABOS, Score: 8
Row: 6, Col: 4, Direction: 3, Word: SOBA, Score: 9
Row: 6, Col: 5, Direction: 2, Word: ABOS, Score: 10
Row: 8, Col: 4, Direction: 3, Word: SOBA, Score: 9
Row: 8, Col: 5, Direction: 2, Word: ABOS, Score: 10
Row: 6, Col: 5, Direction: 3, Word: SOBA, Score: 7
Row: 6, Col: 6, Direction: 2, Word: ABOS, Score: 8
Row: 8, Col: 5, Direction: 3, Word: SOBA, Score: 7
Row: 8, Col: 6, Direction: 2, Word: ABOS, Score: 8
Row: 6, Col: 6, Direction: 3, Word: SOBA, Score: 7
Row: 6, Col: 7, Direction: 2, Word: ABOS, Score: 9
Row: 8, Col: 6, Direction: 3, Word: SOBA, Score: 7
Row: 8, Col: 7, Direction: 2, Word: ABOS, Score: 9
Row: 4, Col: 10, Direction: 1, Word: SOBA, Score: 12
Row: 6, Col: 10, Direction: 0, Word: ABOS, Score: 6
Row: 6, Col: 6, Direction: 0, Word: ABS, Score: 7
Row: 6, Col: 5, Direction: 2, Word: ABS, Score: 8
Row: 6, Col: 7, Direction: 0, Word: TABS, Score: 6
Row: 8, Col: 5, Direction: 2, Word: ABS, Score: 8
Row: 6, Col: 6, Direction: 2, Word: ABS, Score: 7
Row: 8, Col: 6, Direction: 2, Word: ABS, Score: 7
Row: 5, Col: 9, Direction: 0, Word: ARBS, Score: 8
Row: 6, Col: 7, Direction: 2, Word: ABS, Score: 8
Row: 8, Col: 7, Direction: 2, Word: ABS, Score: 8
Row: 6, Col: 10, Direction: 0, Word: ABS, Score: 5
Row: 6, Col: 7, Direction: 0, Word: TABU, Score: 6
Row: 4, Col: 9, Direction: 1, Word: LUBRA, Score: 9
Row: 4, Col: 6, Direction: 1, Word: SUBA, Score: 9
Row: 6, Col: 4, Direction: 3, Word: SUBA, Score: 9
Row: 6, Col: 7, Direction: 0, Word: TABUS, Score: 7
Row: 8, Col: 4, Direction: 3, Word: SUBA, Score: 9
Row: 6, Col: 5, Direction: 3, Word: SUBA, Score: 7
Row: 8, Col: 5, Direction: 3, Word: SUBA, Score: 7
Row: 6, Col: 6, Direction: 3, Word: SUBA, Score: 7
Row: 8, Col: 6, Direction: 3, Word: SUBA, Score: 7
Row: 4, Col: 10, Direction: 1, Word: SUBA, Score: 12
Row: 6, Col: 6, Direction: 1, Word: LA, Score: 3
Row: 6, Col: 6, Direction: 0, Word: AL, Score: 3
Row: 6, Col: 6, Direction: 3, Word: LA, Score: 3
Row: 6, Col: 5, Direction: 2, Word: AL, Score: 3
Row: 5, Col: 7, Direction: 1, Word: LAT, Score: 4
Row: 8, Col: 6, Direction: 3, Word: LA, Score: 3
Row: 8, Col: 5, Direction: 2, Word: AL, Score: 3
Row: 6, Col: 7, Direction: 3, Word: LA, Score: 3
Row: 6, Col: 6, Direction: 2, Word: AL, Score: 3
Row: 6, Col: 8, Direction: 1, Word: LEA, Score: 4
Row: 8, Col: 7, Direction: 3, Word: LA, Score: 3
Row: 8, Col: 6, Direction: 2, Word: AL, Score: 3
Row: 6, Col: 8, Direction: 3, Word: LA, Score: 3
Row: 6, Col: 7, Direction: 2, Word: AL, Score: 3
Row: 5, Col: 9, Direction: 1, Word: LAR, Score: 5
Row: 7, Col: 5, Direction: 3, Word: LATER, Score: 6
Row: 8, Col: 8, Direction: 3, Word: LA, Score: 3
Row: 8, Col: 7, Direction: 2, Word: AL, Score: 3
Row: 6, Col: 10, Direction: 1, Word: LA, Score: 2
Row: 6, Col: 10, Direction: 0, Word: AL, Score: 2
Row: 6, Col: 6, Direction: 0, Word: ALB, Score: 9
Row: 6, Col: 5, Direction: 2, Word: ALB, Score: 6
Row: 4, Col: 7, Direction: 1, Word: BLAT, Score: 7
Row: 8, Col: 5, Direction: 2, Word: ALB, Score: 6
Row: 6, Col: 6, Direction: 2, Word: ALB, Score: 9
Row: 4, Col: 8, Direction: 1, Word: BLAE, Score: 7
Row: 8, Col: 6, Direction: 2, Word: ALB, Score: 9
Row: 6, Col: 7, Direction: 2, Word: ALB, Score: 6
Row: 7, Col: 4, Direction: 3, Word: BLATER, Score: 27
Row: 8, Col: 7, Direction: 2, Word: ALB, Score: 6
Row: 6, Col: 10, Direction: 0, Word: ALB, Score: 5
Row: 6, Col: 6, Direction: 0, Word: ALBS, Score: 10
Row: 6, Col: 5, Direction: 2, Word: ALBS, Score: 8
Row: 8, Col: 5, Direction: 2, Word: ALBS, Score: 8
Row: 6, Col: 6, Direction: 2, Word: ALBS, Score: 10
Row: 8, Col: 6, Direction: 2, Word: ALBS, Score: 10
Row: 6, Col: 7, Direction: 2, Word: ALBS, Score: 7
Row: 8, Col: 7, Direction: 2, Word: ALBS, Score: 7
Row: 6, Col: 10, Direction: 0, Word: ALBS, Score: 6
Row: 5, Col: 8, Direction: 1, Word: OLEA, Score: 5
Row: 4, Col: 6, Direction: 1, Word: BOLA, Score: 7
Row: 6, Col: 4, Direction: 3, Word: BOLA, Score: 7
Row: 8, Col: 4, Direction: 3, Word: BOLA, Score: 7
Row: 6, Col: 5, Direction: 3, Word: BOLA, Score: 7
Row: 8, Col: 5, Direction: 3, Word: BOLA, Score: 7
Row: 6, Col: 6, Direction: 3, Word: BOLA, Score: 9
Row: 3, Col: 9, Direction: 1, Word: BOLAR, Score: 9
Row: 8, Col: 6, Direction: 3, Word: BOLA, Score: 9
Row: 4, Col: 10, Direction: 1, Word: BOLA, Score: 12
Row: 4, Col: 6, Direction: 1, Word: SOLA, Score: 5
Row: 6, Col: 4, Direction: 3, Word: SOLA, Score: 5
Row: 8, Col: 4, Direction: 3, Word: SOLA, Score: 5
Row: 6, Col: 5, Direction: 3, Word: SOLA, Score: 5
Row: 8, Col: 5, Direction: 3, Word: SOLA, Score: 5
Row: 6, Col: 6, Direction: 3, Word: SOLA, Score: 5
Row: 3, Col: 9, Direction: 1, Word: SOLAR, Score: 7
Row: 8, Col: 6, Direction: 3, Word: SOLA, Score: 5
Row: 4, Col: 10, Direction: 1, Word: SOLA, Score: 8
Row: 6, Col: 6, Direction: 0, Word: ALS, Score: 5
Row: 6, Col: 5, Direction: 2, Word: ALS, Score: 4
Row: 4, Col: 7, Direction: 1, Word: SLAT, Score: 5
Row: 8, Col: 5, Direction: 2, Word: ALS, Score: 4
Row: 6, Col: 6, Direction: 2, Word: ALS, Score: 5
Row: 4, Col: 8, Direction: 1, Word: SLAE, Score: 5
Row: 8, Col: 6, Direction: 2, Word: ALS, Score: 5
Row: 6, Col: 7, Direction: 2, Word: ALS, Score: 4
Row: 7, Col: 4, Direction: 3, Word: SLATER, Score: 21
Row: 8, Col: 7, Direction: 2, Word: ALS, Score: 4
Row: 6, Col: 10, Direction: 0, Word: ALS, Score: 3
Row: 6, Col: 6, Direction: 0, Word: ALSO, Score: 6
Row: 6, Col: 5, Direction: 2, Word: ALSO, Score: 6
Row: 8, Col: 5, Direction: 2, Word: ALSO, Score: 6
Row: 6, Col: 6, Direction: 2, Word: ALSO, Score: 6
Row: 8, Col: 6, Direction: 2, Word: ALSO, Score: 6
Row: 6, Col: 7, Direction: 2, Word: ALSO, Score: 5
Row: 8, Col: 7, Direction: 2, Word: ALSO, Score: 5
Row: 6, Col: 10, Direction: 0, Word: ALSO, Score: 4
Row: 6, Col: 6, Direction: 0, Word: ALU, Score: 5
Row: 6, Col: 5, Direction: 2, Word: ALU, Score: 4
Row: 8, Col: 5, Direction: 2, Word: ALU, Score: 4
Row: 6, Col: 6, Direction: 2, Word: ALU, Score: 5
Row: 8, Col: 6, Direction: 2, Word: ALU, Score: 5
Row: 6, Col: 7, Direction: 2, Word: ALU, Score: 4
Row: 8, Col: 7, Direction: 2, Word: ALU, Score: 4
Row: 6, Col: 10, Direction: 0, Word: ALU, Score: 3
Row: 6, Col: 6, Direction: 0, Word: ALUS, Score: 6
Row: 6, Col: 5, Direction: 2, Word: ALUS, Score: 6
Row: 6, Col: 7, Direction: 0, Word: TALUS, Score: 5
Row: 8, Col: 5, Direction: 2, Word: ALUS, Score: 6
Row: 6, Col: 6, Direction: 2, Word: ALUS, Score: 6
Row: 8, Col: 6, Direction: 2, Word: ALUS, Score: 6
Row: 6, Col: 7, Direction: 2, Word: ALUS, Score: 5
Row: 8, Col: 7, Direction: 2, Word: ALUS, Score: 5
Row: 6, Col: 10, Direction: 0, Word: ALUS, Score: 4
Row: 5, Col: 7, Direction: 1, Word: OAT, Score: 4
Row: 6, Col: 7, Direction: 0, Word: TAO, Score: 3
Row: 5, Col: 9, Direction: 1, Word: OAR, Score: 5
Row: 7, Col: 5, Direction: 3, Word: OATER, Score: 6
Row: 6, Col: 9, Direction: 1, Word: ORA, Score: 5
Row: 5, Col: 6, Direction: 1, Word: BOA, Score: 5
Row: 6, Col: 5, Direction: 3, Word: BOA, Score: 5
Row: 4, Col: 7, Direction: 1, Word: BOAT, Score: 7
Row: 5, Col: 7, Direction: 1, Word: BOTA, Score: 7
Row: 8, Col: 5, Direction: 3, Word: BOA, Score: 5
Row: 6, Col: 6, Direction: 3, Word: BOA, Score: 8
Row: 8, Col: 6, Direction: 3, Word: BOA, Score: 8
Row: 6, Col: 7, Direction: 3, Word: BOA, Score: 6
Row: 4, Col: 9, Direction: 1, Word: BOAR, Score: 8
Row: 7, Col: 4, Direction: 3, Word: BOATER, Score: 27
Row: 5, Col: 9, Direction: 1, Word: BORA, Score: 12
Row: 8, Col: 7, Direction: 3, Word: BOA, Score: 6
Row: 5, Col: 10, Direction: 1, Word: BOA, Score: 10
Row: 5, Col: 7, Direction: 1, Word: LOTA, Score: 5
Row: 3, Col: 7, Direction: 1, Word: BLOAT, Score: 30
Row: 7, Col: 3, Direction: 3, Word: BLOATER, Score: 39
Row: 6, Col: 7, Direction: 0, Word: TAOS, Score: 4
Row: 4, Col: 9, Direction: 1, Word: SOAR, Score: 6
Row: 5, Col: 9, Direction: 1, Word: SORA, Score: 6
Row: 6, Col: 6, Direction: 0, Word: AS, Score: 3
Row: 5, Col: 7, Direction: 0, Word: ATS, Score: 3
Row: 6, Col: 5, Direction: 2, Word: AS, Score: 3
Row: 5, Col: 7, Direction: 1, Word: SAT, Score: 4
Row: 6, Col: 7, Direction: 0, Word: TAS, Score: 3
Row: 7, Col: 5, Direction: 2, Word: TERAS, Score: 5
Row: 8, Col: 5, Direction: 2, Word: AS, Score: 3
Row: 6, Col: 6, Direction: 2, Word: AS, Score: 3
Row: 5, Col: 8, Direction: 1, Word: SAE, Score: 3
Row: 6, Col: 8, Direction: 0, Word: EAS, Score: 5
Row: 6, Col: 8, Direction: 1, Word: SEA, Score: 4
Row: 8, Col: 6, Direction: 2, Word: AS, Score: 3
Row: 5, Col: 9, Direction: 0, Word: ARS, Score: 5
Row: 6, Col: 7, Direction: 2, Word: AS, Score: 3
Row: 5, Col: 9, Direction: 1, Word: SAR, Score: 5
Row: 6, Col: 9, Direction: 0, Word: RAS, Score: 3
Row: 8, Col: 7, Direction: 2, Word: AS, Score: 3
Row: 6, Col: 10, Direction: 0, Word: AS, Score: 2
Row: 4, Col: 9, Direction: 1, Word: OSAR, Score: 6
Row: 6, Col: 7, Direction: 0, Word: TAU, Score: 3
Row: 6, Col: 7, Direction: 1, Word: UTA, Score: 3
Row: 6, Col: 8, Direction: 0, Word: EAU, Score: 5
Row: 4, Col: 7, Direction: 1, Word: BUAT, Score: 7
Row: 5, Col: 9, Direction: 1, Word: BURA, Score: 12
Row: 6, Col: 6, Direction: 0, Word: AULOS, Score: 7
Row: 6, Col: 5, Direction: 2, Word: AULOS, Score: 7
Row: 8, Col: 5, Direction: 2, Word: AULOS, Score: 7
Row: 6, Col: 6, Direction: 2, Word: AULOS, Score: 7
Row: 8, Col: 6, Direction: 2, Word: AULOS, Score: 7
Row: 6, Col: 7, Direction: 2, Word: AULOS, Score: 6
Row: 8, Col: 7, Direction: 2, Word: AULOS, Score: 6
Row: 6, Col: 10, Direction: 0, Word: AULOS, Score: 10
Row: 5, Col: 7, Direction: 1, Word: OUTA, Score: 5
Row: 6, Col: 7, Direction: 0, Word: TAUS, Score: 4
Row: 6, Col: 8, Direction: 0, Word: EAUS, Score: 6
Row: 5, Col: 9, Direction: 1, Word: SURA, Score: 6
Row: 6, Col: 8, Direction: 1, Word: BE, Score: 7
Row: 6, Col: 6, Direction: 1, Word: AB, Score: 5
Row: 6, Col: 6, Direction: 0, Word: BA, Score: 7
Row: 6, Col: 6, Direction: 3, Word: AB, Score: 5
Row: 6, Col: 5, Direction: 2, Word: BA, Score: 5
Row: 8, Col: 6, Direction: 3, Word: AB, Score: 5
Row: 8, Col: 5, Direction: 2, Word: BA, Score: 5
Row: 6, Col: 7, Direction: 3, Word: AB, Score: 7
Row: 6, Col: 6, Direction: 2, Word: BA, Score: 7
Row: 8, Col: 7, Direction: 3, Word: AB, Score: 7
Row: 8, Col: 6, Direction: 2, Word: BA, Score: 7
Row: 5, Col: 9, Direction: 0, Word: BRA, Score: 11
Row: 6, Col: 8, Direction: 3, Word: AB, Score: 5
Row: 6, Col: 7, Direction: 2, Word: BA, Score: 5
Row: 6, Col: 9, Direction: 1, Word: ARB, Score: 7
Row: 8, Col: 8, Direction: 3, Word: AB, Score: 5
Row: 8, Col: 7, Direction: 2, Word: BA, Score: 5
Row: 6, Col: 10, Direction: 1, Word: AB, Score: 4
Row: 6, Col: 10, Direction: 0, Word: BA, Score: 4
Row: 5, Col: 6, Direction: 1, Word: LAB, Score: 5
Row: 6, Col: 6, Direction: 0, Word: BAL, Score: 9
Row: 6, Col: 5, Direction: 3, Word: LAB, Score: 5
Row: 6, Col: 5, Direction: 2, Word: BAL, Score: 6
Row: 8, Col: 5, Direction: 3, Word: LAB, Score: 5
Row: 8, Col: 5, Direction: 2, Word: BAL, Score: 6
Row: 5, Col: 8, Direction: 0, Word: BEAL, Score: 8
Row: 6, Col: 6, Direction: 3, Word: LAB, Score: 6
Row: 6, Col: 6, Direction: 2, Word: BAL, Score: 9
Row: 8, Col: 6, Direction: 3, Word: LAB, Score: 6
Row: 8, Col: 6, Direction: 2, Word: BAL, Score: 9
Row: 6, Col: 7, Direction: 3, Word: LAB, Score: 6
Row: 6, Col: 7, Direction: 2, Word: BAL, Score: 6
Row: 8, Col: 7, Direction: 3, Word: LAB, Score: 6
Row: 8, Col: 7, Direction: 2, Word: BAL, Score: 6
Row: 5, Col: 10, Direction: 1, Word: LAB, Score: 10
Row: 6, Col: 10, Direction: 0, Word: BAL, Score: 5
Row: 4, Col: 6, Direction: 1, Word: SLAB, Score: 7
Row: 6, Col: 6, Direction: 0, Word: BALS, Score: 10
Row: 6, Col: 4, Direction: 3, Word: SLAB, Score: 7
Row: 6, Col: 5, Direction: 2, Word: BALS, Score: 8
Row: 8, Col: 4, Direction: 3, Word: SLAB, Score: 7
Row: 8, Col: 5, Direction: 2, Word: BALS, Score: 8
Row: 5, Col: 8, Direction: 0, Word: BEALS, Score: 9
Row: 6, Col: 5, Direction: 3, Word: SLAB, Score: 9
Row: 6, Col: 6, Direction: 2, Word: BALS, Score: 10
Row: 8, Col: 5, Direction: 3, Word: SLAB, Score: 9
Row: 8, Col: 6, Direction: 2, Word: BALS, Score: 10
Row: 6, Col: 6, Direction: 3, Word: SLAB, Score: 7
Row: 6, Col: 7, Direction: 2, Word: BALS, Score: 7
Row: 8, Col: 6, Direction: 3, Word: SLAB, Score: 7
Row: 8, Col: 7, Direction: 2, Word: BALS, Score: 7
Row: 4, Col: 10, Direction: 1, Word: SLAB, Score: 12
Row: 6, Col: 10, Direction: 0, Word: BALS, Score: 6
Row: 6, Col: 6, Direction: 0, Word: BALU, Score: 10
Row: 6, Col: 5, Direction: 2, Word: BALU, Score: 8
Row: 8, Col: 5, Direction: 2, Word: BALU, Score: 8
Row: 6, Col: 6, Direction: 2, Word: BALU, Score: 10
Row: 8, Col: 6, Direction: 2, Word: BALU, Score: 10
Row: 6, Col: 7, Direction: 2, Word: BALU, Score: 7
Row: 8, Col: 7, Direction: 2, Word: BALU, Score: 7
Row: 6, Col: 10, Direction: 0, Word: BALU, Score: 6
Row: 6, Col: 6, Direction: 0, Word: BALUS, Score: 11
Row: 6, Col: 5, Direction: 2, Word: BALUS, Score: 9
Row: 8, Col: 5, Direction: 2, Word: BALUS, Score: 9
Row: 6, Col: 6, Direction: 2, Word: BALUS, Score: 11
Row: 8, Col: 6, Direction: 2, Word: BALUS, Score: 11
Row: 6, Col: 7, Direction: 2, Word: BALUS, Score: 8
Row: 8, Col: 7, Direction: 2, Word: BALUS, Score: 8
Row: 6, Col: 10, Direction: 0, Word: BALUS, Score: 14
Row: 6, Col: 6, Direction: 0, Word: BAO, Score: 9
Row: 6, Col: 5, Direction: 2, Word: BAO, Score: 6
Row: 8, Col: 5, Direction: 2, Word: BAO, Score: 6
Row: 6, Col: 6, Direction: 2, Word: BAO, Score: 9
Row: 8, Col: 6, Direction: 2, Word: BAO, Score: 9
Row: 6, Col: 7, Direction: 2, Word: BAO, Score: 6
Row: 8, Col: 7, Direction: 2, Word: BAO, Score: 6
Row: 6, Col: 10, Direction: 0, Word: BAO, Score: 5
Row: 6, Col: 6, Direction: 0, Word: BAOS, Score: 10
Row: 6, Col: 5, Direction: 2, Word: BAOS, Score: 8
Row: 8, Col: 5, Direction: 2, Word: BAOS, Score: 8
Row: 6, Col: 6, Direction: 2, Word: BAOS, Score: 10
Row: 8, Col: 6, Direction: 2, Word: BAOS, Score: 10
Row: 6, Col: 7, Direction: 2, Word: BAOS, Score: 7
Row: 8, Col: 7, Direction: 2, Word: BAOS, Score: 7
Row: 6, Col: 10, Direction: 0, Word: BAOS, Score: 6
Row: 5, Col: 6, Direction: 1, Word: SAB, Score: 5
Row: 6, Col: 6, Direction: 0, Word: BAS, Score: 9
Row: 6, Col: 5, Direction: 3, Word: SAB, Score: 5
Row: 6, Col: 5, Direction: 2, Word: BAS, Score: 6
Row: 8, Col: 5, Direction: 3, Word: SAB, Score: 5
Row: 8, Col: 5, Direction: 2, Word: BAS, Score: 6
Row: 6, Col: 6, Direction: 3, Word: SAB, Score: 6
Row: 6, Col: 6, Direction: 2, Word: BAS, Score: 9
Row: 4, Col: 8, Direction: 1, Word: SABE, Score: 9
Row: 8, Col: 6, Direction: 3, Word: SAB, Score: 6
Row: 8, Col: 6, Direction: 2, Word: BAS, Score: 9
Row: 5, Col: 9, Direction: 0, Word: BRAS, Score: 12
Row: 6, Col: 7, Direction: 3, Word: SAB, Score: 6
Row: 6, Col: 7, Direction: 2, Word: BAS, Score: 6
Row: 8, Col: 7, Direction: 3, Word: SAB, Score: 6
Row: 8, Col: 7, Direction: 2, Word: BAS, Score: 6
Row: 5, Col: 10, Direction: 1, Word: SAB, Score: 10
Row: 6, Col: 10, Direction: 0, Word: BAS, Score: 5
Row: 5, Col: 8, Direction: 0, Word: BEAU, Score: 8
Row: 5, Col: 8, Direction: 0, Word: BEAUS, Score: 9
Row: 5, Col: 8, Direction: 0, Word: BEL, Score: 6
Row: 5, Col: 6, Direction: 1, Word: ALB, Score: 5
Row: 6, Col: 5, Direction: 3, Word: ALB, Score: 5
Row: 8, Col: 5, Direction: 3, Word: ALB, Score: 5
Row: 6, Col: 6, Direction: 3, Word: ALB, Score: 6
Row: 4, Col: 8, Direction: 1, Word: ALBE, Score: 9
Row: 8, Col: 6, Direction: 3, Word: ALB, Score: 6
Row: 6, Col: 7, Direction: 3, Word: ALB, Score: 6
Row: 8, Col: 7, Direction: 3, Word: ALB, Score: 6
Row: 5, Col: 10, Direction: 1, Word: ALB, Score: 10
Row: 5, Col: 8, Direction: 0, Word: BELS, Score: 8
Row: 5, Col: 8, Direction: 1, Word: SLEB, Score: 9
Row: 6, Col: 6, Direction: 1, Word: OB, Score: 5
Row: 6, Col: 6, Direction: 0, Word: BO, Score: 7
Row: 6, Col: 6, Direction: 3, Word: OB, Score: 5
Row: 6, Col: 5, Direction: 2, Word: BO, Score: 5
Row: 8, Col: 6, Direction: 3, Word: OB, Score: 5
Row: 8, Col: 5, Direction: 2, Word: BO, Score: 5
Row: 6, Col: 7, Direction: 3, Word: OB, Score: 7
Row: 6, Col: 6, Direction: 2, Word: BO, Score: 7
Row: 5, Col: 8, Direction: 1, Word: OBE, Score: 5
Row: 8, Col: 7, Direction: 3, Word: OB, Score: 7
Row: 8, Col: 6, Direction: 2, Word: BO, Score: 7
Row: 5, Col: 9, Direction: 0, Word: BRO, Score: 11
Row: 6, Col: 8, Direction: 3, Word: OB, Score: 5
Row: 6, Col: 7, Direction: 2, Word: BO, Score: 5
Row: 6, Col: 9, Direction: 1, Word: ORB, Score: 7
Row: 8, Col: 8, Direction: 3, Word: OB, Score: 5
Row: 8, Col: 7, Direction: 2, Word: BO, Score: 5
Row: 6, Col: 10, Direction: 1, Word: OB, Score: 4
Row: 6, Col: 10, Direction: 0, Word: BO, Score: 4
Row: 6, Col: 6, Direction: 0, Word: BOA, Score: 9
Row: 6, Col: 5, Direction: 2, Word: BOA, Score: 6
Row: 8, Col: 5, Direction: 2, Word: BOA, Score: 6
Row: 6, Col: 6, Direction: 2, Word: BOA, Score: 9
Row: 8, Col: 6, Direction: 2, Word: BOA, Score: 9
Row: 6, Col: 7, Direction: 2, Word: BOA, Score: 6
Row: 8, Col: 7, Direction: 2, Word: BOA, Score: 6
Row: 6, Col: 10, Direction: 0, Word: BOA, Score: 5
Row: 6, Col: 6, Direction: 0, Word: BOAS, Score: 10
Row: 6, Col: 5, Direction: 2, Word: BOAS, Score: 8
Row: 8, Col: 5, Direction: 2, Word: BOAS, Score: 8
Row: 6, Col: 6, Direction: 2, Word: BOAS, Score: 10
Row: 8, Col: 6, Direction: 2, Word: BOAS, Score: 10
Row: 6, Col: 7, Direction: 2, Word: BOAS, Score: 7
Row: 8, Col: 7, Direction: 2, Word: BOAS, Score: 7
Row: 6, Col: 10, Direction: 0, Word: BOAS, Score: 6
Row: 5, Col: 6, Direction: 1, Word: LOB, Score: 5
Row: 6, Col: 5, Direction: 3, Word: LOB, Score: 5
Row: 8, Col: 5, Direction: 3, Word: LOB, Score: 5
Row: 6, Col: 6, Direction: 3, Word: LOB, Score: 6
Row: 4, Col: 8, Direction: 1, Word: LOBE, Score: 9
Row: 8, Col: 6, Direction: 3, Word: LOB, Score: 6
Row: 6, Col: 7, Direction: 3, Word: LOB, Score: 6
Row: 8, Col: 7, Direction: 3, Word: LOB, Score: 6
Row: 5, Col: 10, Direction: 1, Word: LOB, Score: 10
Row: 6, Col: 6, Direction: 0, Word: BOLA, Score: 10
Row: 6, Col: 5, Direction: 2, Word: BOLA, Score: 8
Row: 8, Col: 5, Direction: 2, Word: BOLA, Score: 8
Row: 6, Col: 6, Direction: 2, Word: BOLA, Score: 10
Row: 8, Col: 6, Direction: 2, Word: BOLA, Score: 10
Row: 6, Col: 7, Direction: 2, Word: BOLA, Score: 7
Row: 8, Col: 7, Direction: 2, Word: BOLA, Score: 7
Row: 6, Col: 10, Direction: 0, Word: BOLA, Score: 6
Row: 6, Col: 6, Direction: 0, Word: BOLAS, Score: 11
Row: 6, Col: 5, Direction: 2, Word: BOLAS, Score: 9
Row: 8, Col: 5, Direction: 2, Word: BOLAS, Score: 9
Row: 6, Col: 6, Direction: 2, Word: BOLAS, Score: 11
Row: 8, Col: 6, Direction: 2, Word: BOLAS, Score: 11
Row: 6, Col: 7, Direction: 2, Word: BOLAS, Score: 8
Row: 8, Col: 7, Direction: 2, Word: BOLAS, Score: 8
Row: 6, Col: 10, Direction: 0, Word: BOLAS, Score: 14
Row: 4, Col: 6, Direction: 1, Word: SLOB, Score: 7
Row: 6, Col: 4, Direction: 3, Word: SLOB, Score: 7
Row: 8, Col: 4, Direction: 3, Word: SLOB, Score: 7
Row: 6, Col: 5, Direction: 3, Word: SLOB, Score: 9
Row: 8, Col: 5, Direction: 3, Word: SLOB, Score: 9
Row: 6, Col: 6, Direction: 3, Word: SLOB, Score: 7
Row: 8, Col: 6, Direction: 3, Word: SLOB, Score: 7
Row: 4, Col: 10, Direction: 1, Word: SLOB, Score: 12
Row: 6, Col: 6, Direction: 0, Word: BOLUS, Score: 11
Row: 6, Col: 5, Direction: 2, Word: BOLUS, Score: 9
Row: 8, Col: 5, Direction: 2, Word: BOLUS, Score: 9
Row: 6, Col: 6, Direction: 2, Word: BOLUS, Score: 11
Row: 8, Col: 6, Direction: 2, Word: BOLUS, Score: 11
Row: 6, Col: 7, Direction: 2, Word: BOLUS, Score: 8
Row: 8, Col: 7, Direction: 2, Word: BOLUS, Score: 8
Row: 6, Col: 10, Direction: 0, Word: BOLUS, Score: 14
Row: 5, Col: 6, Direction: 1, Word: SOB, Score: 5
Row: 6, Col: 6, Direction: 0, Word: BOS, Score: 9
Row: 6, Col: 5, Direction: 3, Word: SOB, Score: 5
Row: 6, Col: 5, Direction: 2, Word: BOS, Score: 6
